x,y
0.4259999999999999,0.8700000000000001
0.1759999999999999,0.8680000000000001
-0.184,0.8700000000000001
0.1319999999999999,-0.53
0.734,-0.85
0.3799999999999999,0.8220000000000001
0.1699999999999999,0.8220000000000001
0.326,0.526
0.752,0.762
0.256,0.794
0.554,-0.528
0.4599999999999999,0.8460000000000001
-0.05,0.528
0.718,-0.5700000000000001
0.082,0.8500000000000001
0.1719999999999999,0.8480000000000001
0.1639999999999999,0.558
0.3,0.8460000000000001
-0.78,0.6579999999999999
0.258,0.8460000000000001
0.5640000000000001,0.786
0.302,0.8700000000000001
0.1279999999999999,0.8220000000000001
0.3680000000000001,0.524
0.5920000000000001,0.522
-0.346,0.8240000000000001
0.3380000000000001,0.8240000000000001
0.774,-0.688
0.4199999999999999,0.792
0.248,-0.528
0.6040000000000001,0.79
-0.052,0.6160000000000001
-0.546,0.8500000000000001
0.4099999999999999,0.522
-0.794,0.8700000000000001
0.3839999999999999,0.8460000000000001
0.69,0.6519999999999999
0.736,-0.87
0.3320000000000001,0.764
0.688,0.5660000000000001
-0.556,0.528
0.752,-0.792
0.1259999999999999,0.792
-0.0899999999999999,0.79
0.3879999999999999,0.8680000000000001
0.4519999999999999,0.764
0.5940000000000001,-0.528
-0.486,0.478
0.33,-0.532
-0.762,0.8260000000000001
0.704,-0.8260000000000001
-0.63,0.53
-0.4679999999999999,0.8260000000000001
-0.4679999999999999,0.8480000000000001
-0.542,0.8240000000000001
-0.14,0.8680000000000001
-0.2179999999999999,0.762
-0.2199999999999999,0.788
-0.0899999999999999,0.762
-0.182,0.79
0.78,0.788
0.798,0.762
0.772,-0.654
-0.054,0.792
-0.79,0.8280000000000001
0.08,0.528
-0.308,0.8220000000000001
0.4259999999999999,0.8460000000000001
0.808,-0.87
0.292,-0.528
0.05,0.8700000000000001
0.484,-0.486
-0.172,0.4259999999999999
-0.2239999999999999,0.8700000000000001
0.486,0.6140000000000001
0.716,-0.53
-0.266,0.79
0.086,-0.536
-0.714,0.8500000000000001
-0.268,0.8220000000000001
-0.5740000000000001,0.8260000000000001
-0.524,0.53
-0.542,0.792
0.552,0.474
0.524,-0.53
0.534,0.792
0.6279999999999999,-0.53
0.254,0.764
0.1659999999999999,0.48
-0.004,0.8680000000000001
0.74,-0.5700000000000001
-0.434,0.8480000000000001
-0.0899999999999999,0.8700000000000001
0.69,-0.526
-0.432,0.8260000000000001
-0.416,0.4279999999999999
-0.81,0.8680000000000001
0.09,-0.85
0.6559999999999999,-0.482
-0.054,0.8700000000000001
-0.4479999999999999,0.476
0.6719999999999999,-0.848
-0.4599999999999999,0.766
0.248,0.6120000000000001
-0.182,0.8460000000000001
0.1259999999999999,0.762
0.784,-0.8220000000000001
0.328,-0.484
0.2059999999999999,0.476
0.7,-0.794
0.4539999999999999,0.79
0.3700000000000001,-0.482
0.324,0.476
-0.596,0.528
-0.812,0.8919999999999999
-0.352,0.8720000000000001
0.6699999999999999,-0.8260000000000001
0.052,-0.5740000000000001
-0.344,0.79
-0.642,0.766
-0.388,0.79
0.698,0.762
0.3720000000000001,0.6140000000000001
0.6359999999999999,-0.768
0.6459999999999999,-0.87
-0.742,0.8700000000000001
-0.648,0.8480000000000001
0.3700000000000001,-0.532
-0.174,0.482
-0.378,0.534
-0.266,0.8460000000000001
0.1279999999999999,0.8480000000000001
0.246,0.522
0.728,-0.794
0.762,-0.874
